Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,DayOfWeek,Holiday,Hour,Day,Month,WeekendLabel,TimePeriodLabel
0.01,-0.07,0.0,0.0,0.0,0.0,-0.75,0.0,-0.33,0.0,-0.17,0.0,-0.67
0.26,0.85,0.83,-2.0,-1.0,0.0,-0.75,1.0,-0.25,0.0,-0.17,0.0,-0.67
-0.29,-0.13,0.5,1.0,-1.0,0.0,-0.75,0.0,-0.17,0.0,-0.17,0.0,-0.67
0.42,0.85,-0.5,2.0,0.0,1.0,-0.75,0.0,-0.08,0.0,-0.17,0.0,-0.67
0.4,-0.16,2.5,6.0,0.0,0.0,-0.75,0.0,0.0,0.0,-0.17,0.0,-0.67
0.57,-0.75,0.83,7.0,0.0,0.0,-0.75,0.0,0.08,0.0,-0.17,0.0,-0.33
0.78,0.34,-0.5,7.0,0.0,0.0,-0.75,0.0,0.17,0.0,-0.17,0.0,-0.33
0.7,-0.37,0.0,6.0,0.0,0.0,-0.75,0.0,0.25,0.0,-0.17,0.0,-0.33
0.75,0.3,2.5,6.0,0.0,1.0,-0.75,0.0,0.33,0.0,-0.17,0.0,-0.33
0.57,-2.11,2.5,4.0,0.0,0.0,-0.75,0.0,0.42,0.0,-0.17,0.0,-0.33
0.7,-0.14,-0.5,0.0,0.0,0.0,-0.75,0.0,0.5,0.0,-0.17,0.0,0.0
1.27,-0.6,0.83,-2.0,0.0,1.0,-0.75,0.0,0.58,0.0,-0.17,0.0,0.0
1.38,-1.06,-0.5,-1.0,0.0,0.0,-0.75,0.0,0.67,0.0,-0.17,0.0,0.0
0.94,-0.6,-0.5,-1.0,0.0,0.0,-0.75,0.0,0.75,0.0,-0.17,0.0,0.0
1.01,-0.62,-0.83,-1.0,0.0,1.0,-0.75,0.0,0.83,0.0,-0.17,0.0,0.33
0.71,-0.18,-0.83,-1.0,-1.0,0.0,-0.75,0.0,0.92,0.0,-0.17,0.0,0.33
1.21,-1.25,0.5,-1.0,-1.0,1.0,-0.75,0.0,1.0,0.0,-0.17,0.0,0.33
0.99,0.03,0.0,-1.0,-1.0,1.0,-0.5,0.0,-0.92,0.07,-0.17,0.0,0.33
1.23,0.75,-0.83,-1.0,0.0,1.0,-0.5,0.0,-0.83,0.07,-0.17,0.0,0.33
0.37,0.13,-0.5,-1.0,0.0,1.0,-0.5,0.0,-0.75,0.07,-0.17,0.0,0.33
0.4,0.51,-0.5,-2.0,0.0,1.0,-0.5,0.0,-0.67,0.07,-0.17,0.0,0.33
0.46,0.71,2.5,0.0,0.0,0.0,-0.5,0.0,-0.58,0.07,-0.17,0.0,0.33
0.49,0.8,0.83,0.0,-1.0,1.0,-0.5,0.0,-0.5,0.07,-0.17,0.0,-0.67
0.19,1.33,-0.5,-1.0,-1.0,1.0,-0.5,0.0,-0.42,0.07,-0.17,0.0,-0.67
-0.02,-0.36,1.67,0.0,-1.0,0.0,-0.5,0.0,-0.33,0.07,-0.17,0.0,-0.67
0.44,-0.61,-0.5,-1.0,0.0,0.0,-0.5,0.0,-0.25,0.07,-0.17,0.0,-0.67
0.41,0.49,0.5,0.0,0.0,0.0,-0.5,0.0,-0.17,0.07,-0.17,0.0,-0.67
0.01,0.52,2.5,3.0,0.0,0.0,-0.5,0.0,-0.08,0.07,-0.17,0.0,-0.67
0.68,0.43,-0.5,4.0,0.0,1.0,-0.5,0.0,0.0,0.07,-0.17,0.0,-0.67
0.72,1.24,0.5,5.0,0.0,0.0,-0.5,0.0,0.08,0.07,-0.17,0.0,-0.33
0.53,-0.1,-0.5,6.0,0.0,0.0,-0.5,1.0,0.17,0.07,-0.17,0.0,-0.33
0.63,0.18,-0.5,6.0,0.0,0.0,-0.5,0.0,0.25,0.07,-0.17,0.0,-0.33
0.86,-0.89,0.0,4.0,0.0,1.0,-0.5,0.0,0.33,0.07,-0.17,0.0,-0.33
0.57,1.44,2.5,3.0,0.0,1.0,-0.5,0.0,0.42,0.07,-0.17,0.0,-0.33
0.9,-0.43,0.0,0.0,-1.0,0.0,-0.5,0.0,0.5,0.07,-0.17,0.0,0.0
0.37,-0.3,1.67,-2.0,0.0,1.0,-0.5,0.0,0.58,0.07,-0.17,0.0,0.0
1.23,-0.5,1.67,0.0,0.0,1.0,-0.5,0.0,0.67,0.07,-0.17,0.0,0.0
0.59,-0.59,-0.5,-1.0,0.0,1.0,-0.5,0.0,0.75,0.07,-0.17,0.0,0.0
1.4,-0.82,-0.5,0.0,0.0,0.0,-0.5,0.0,0.83,0.07,-0.17,0.0,0.33
0.87,-0.56,0.0,-2.0,-1.0,0.0,-0.5,0.0,0.92,0.07,-0.17,0.0,0.33
0.83,-1.17,0.0,0.0,0.0,1.0,-0.5,0.0,1.0,0.07,-0.17,0.0,0.33
0.64,-0.7,-1.17,-2.0,0.0,1.0,-0.25,0.0,-0.92,0.13,-0.17,0.0,0.33
0.63,1.3,2.5,0.0,0.0,1.0,-0.25,0.0,-0.83,0.13,-0.17,0.0,0.33
0.99,0.34,0.5,0.0,-1.0,0.0,-0.25,0.0,-0.75,0.13,-0.17,0.0,0.33
-0.17,0.71,-0.5,-1.0,0.0,1.0,-0.25,0.0,-0.67,0.13,-0.17,0.0,0.33
0.75,0.71,0.0,-1.0,0.0,1.0,-0.25,0.0,-0.58,0.13,-0.17,0.0,0.33
0.41,1.26,-1.17,0.0,0.0,1.0,-0.25,0.0,-0.5,0.13,-0.17,0.0,-0.67
-0.07,-1.28,0.0,0.0,-1.0,1.0,-0.25,0.0,-0.42,0.13,-0.17,0.0,-0.67
-0.08,-0.88,1.67,-1.0,0.0,0.0,-0.25,0.0,-0.33,0.13,-0.17,0.0,-0.67
0.65,-0.72,0.83,-2.0,0.0,0.0,-0.25,0.0,-0.25,0.13,-0.17,0.0,-0.67
-0.04,-0.34,-0.5,0.0,0.0,0.0,-0.25,0.0,-0.17,0.13,-0.17,0.0,-0.67
-0.06,-0.21,0.0,2.0,-1.0,1.0,-0.25,0.0,-0.08,0.13,-0.17,0.0,-0.67
0.62,-0.45,0.5,4.0,0.0,0.0,-0.25,0.0,0.0,0.13,-0.17,0.0,-0.67
0.49,0.06,-0.5,7.0,0.0,0.0,-0.25,0.0,0.08,0.13,-0.17,0.0,-0.33
0.25,-0.02,-1.17,6.0,0.0,0.0,-0.25,1.0,0.17,0.13,-0.17,0.0,-0.33
0.66,-0.66,0.0,7.0,0.0,0.0,-0.25,0.0,0.25,0.13,-0.17,0.0,-0.33
0.43,-1.68,0.0,6.0,0.0,1.0,-0.25,0.0,0.33,0.13,-0.17,0.0,-0.33
1.1,-0.95,-1.17,2.0,0.0,1.0,-0.25,0.0,0.42,0.13,-0.17,0.0,-0.33
1.18,-0.64,-1.17,0.0,0.0,0.0,-0.25,0.0,0.5,0.13,-0.17,0.0,0.0
1.1,-0.4,-0.83,-2.0,0.0,1.0,-0.25,0.0,0.58,0.13,-0.17,0.0,0.0
1.09,-1.05,-0.5,-1.0,0.0,1.0,-0.25,0.0,0.67,0.13,-0.17,0.0,0.0
1.48,-0.66,0.0,0.0,0.0,1.0,-0.25,0.0,0.75,0.13,-0.17,0.0,0.0
0.99,-1.03,-0.5,-2.0,0.0,0.0,-0.25,0.0,0.83,0.13,-0.17,0.0,0.33
0.64,-0.22,-0.5,-1.0,0.0,1.0,-0.25,0.0,0.92,0.13,-0.17,0.0,0.33
1.01,-0.99,0.83,0.0,0.0,1.0,-0.25,0.0,1.0,0.13,-0.17,0.0,0.33
1.37,-0.9,-0.83,0.0,0.0,0.0,0.0,1.0,-0.92,0.2,-0.17,0.0,0.33
0.43,-1.05,0.0,0.0,0.0,0.0,0.0,1.0,-0.83,0.2,-0.17,0.0,0.33
0.51,-0.22,2.5,-2.0,-1.0,1.0,0.0,0.0,-0.75,0.2,-0.17,0.0,0.33
0.61,-0.76,0.0,-2.0,0.0,1.0,0.0,0.0,-0.67,0.2,-0.17,0.0,0.33
0.39,0.58,0.5,0.0,0.0,1.0,0.0,1.0,-0.58,0.2,-0.17,0.0,0.33
0.05,0.29,-0.5,0.0,-1.0,1.0,0.0,0.0,-0.5,0.2,-0.17,0.0,-0.67
0.56,-0.16,-1.17,-1.0,-1.0,1.0,0.0,0.0,-0.42,0.2,-0.17,0.0,-0.67
0.84,-0.75,0.0,-1.0,0.0,0.0,0.0,0.0,-0.33,0.2,-0.17,0.0,-0.67
0.25,0.23,0.0,0.0,0.0,1.0,0.0,0.0,-0.25,0.2,-0.17,0.0,-0.67
-0.03,0.51,-0.83,1.0,-1.0,0.0,0.0,0.0,-0.17,0.2,-0.17,0.0,-0.67
-0.17,0.14,0.0,4.0,0.0,0.0,0.0,0.0,-0.08,0.2,-0.17,0.0,-0.67
0.39,1.09,1.67,5.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.17,0.0,-0.67
0.7,0.19,-0.83,7.0,-1.0,1.0,0.0,0.0,0.08,0.2,-0.17,0.0,-0.33
0.63,0.54,0.0,6.0,0.0,0.0,0.0,0.0,0.17,0.2,-0.17,0.0,-0.33
0.6,-0.03,0.0,7.0,0.0,1.0,0.0,0.0,0.25,0.2,-0.17,0.0,-0.33
0.55,0.38,0.83,4.0,0.0,0.0,0.0,0.0,0.33,0.2,-0.17,0.0,-0.33
0.51,-0.69,0.83,4.0,0.0,0.0,0.0,0.0,0.42,0.2,-0.17,0.0,-0.33
1.12,-0.56,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.2,-0.17,0.0,0.0
1.2,0.01,-0.5,-1.0,0.0,1.0,0.0,0.0,0.58,0.2,-0.17,0.0,0.0
0.58,0.13,-1.17,-2.0,0.0,1.0,0.0,0.0,0.67,0.2,-0.17,0.0,0.0
1.44,0.08,-0.5,-1.0,0.0,0.0,0.0,1.0,0.75,0.2,-0.17,0.0,0.0
1.15,0.57,0.5,0.0,0.0,0.0,0.0,0.0,0.83,0.2,-0.17,0.0,0.33
1.33,-1.31,0.5,-1.0,0.0,1.0,0.0,0.0,0.92,0.2,-0.17,0.0,0.33
0.53,-0.82,2.5,-1.0,-1.0,1.0,0.0,0.0,1.0,0.2,-0.17,0.0,0.33
0.44,0.08,0.0,-1.0,0.0,1.0,0.25,0.0,-0.92,0.27,-0.17,0.0,0.33
0.67,-0.67,0.0,0.0,-1.0,1.0,0.25,1.0,-0.83,0.27,-0.17,0.0,0.33
0.74,2.32,0.0,-2.0,0.0,0.0,0.25,0.0,-0.75,0.27,-0.17,0.0,0.33
0.98,0.18,-0.83,-1.0,-1.0,0.0,0.25,1.0,-0.67,0.27,-0.17,0.0,0.33
0.59,-0.18,0.0,0.0,0.0,1.0,0.25,0.0,-0.58,0.27,-0.17,0.0,0.33
0.25,-0.43,0.0,-1.0,-1.0,1.0,0.25,0.0,-0.5,0.27,-0.17,0.0,-0.67
-0.02,-0.35,2.5,-2.0,-1.0,1.0,0.25,0.0,-0.42,0.27,-0.17,0.0,-0.67
0.54,-0.09,-0.5,-1.0,0.0,0.0,0.25,0.0,-0.33,0.27,-0.17,0.0,-0.67
-0.06,0.09,2.5,-1.0,-1.0,0.0,0.25,0.0,-0.25,0.27,-0.17,0.0,-0.67
0.65,-0.47,0.0,1.0,0.0,0.0,0.25,0.0,-0.17,0.27,-0.17,0.0,-0.67
0.18,-0.24,-0.83,2.0,-1.0,0.0,0.25,0.0,-0.08,0.27,-0.17,0.0,-0.67
0.75,0.83,-0.83,4.0,0.0,1.0,0.25,0.0,0.0,0.27,-0.17,0.0,-0.67
0.58,0.89,-0.83,7.0,0.0,0.0,0.25,0.0,0.08,0.27,-0.17,0.0,-0.33
0.46,0.09,0.0,7.0,0.0,0.0,0.25,1.0,0.17,0.27,-0.17,0.0,-0.33
0.46,-1.08,-1.17,6.0,-1.0,0.0,0.25,1.0,0.25,0.27,-0.17,0.0,-0.33
0.62,0.27,-0.5,5.0,0.0,1.0,0.25,0.0,0.33,0.27,-0.17,0.0,-0.33
0.92,0.95,2.5,3.0,0.0,1.0,0.25,0.0,0.42,0.27,-0.17,0.0,-0.33
0.91,0.82,0.5,0.0,0.0,1.0,0.25,1.0,0.5,0.27,-0.17,0.0,0.0
0.79,0.38,0.5,-2.0,0.0,1.0,0.25,0.0,0.58,0.27,-0.17,0.0,0.0
0.95,0.85,-0.83,-1.0,0.0,1.0,0.25,0.0,0.67,0.27,-0.17,0.0,0.0
1.03,-0.17,0.0,-1.0,0.0,1.0,0.25,1.0,0.75,0.27,-0.17,0.0,0.0
0.42,0.37,-0.5,-1.0,0.0,0.0,0.25,1.0,0.83,0.27,-0.17,0.0,0.33
1.08,-0.72,0.83,-1.0,-1.0,1.0,0.25,0.0,0.92,0.27,-0.17,0.0,0.33
0.63,0.09,-0.83,0.0,-1.0,1.0,0.25,0.0,1.0,0.27,-0.17,0.0,0.33
0.49,0.87,0.0,0.0,-1.0,1.0,0.5,0.0,-0.92,0.33,-0.17,1.0,0.33
0.25,-0.48,0.0,-1.0,0.0,1.0,0.5,0.0,-0.83,0.33,-0.17,1.0,0.33
0.12,-0.65,0.0,-1.0,0.0,0.0,0.5,0.0,-0.75,0.33,-0.17,1.0,0.33
0.13,0.04,0.83,-1.0,0.0,1.0,0.5,0.0,-0.67,0.33,-0.17,1.0,0.33
0.21,-0.21,-0.83,0.0,-1.0,1.0,0.5,0.0,-0.58,0.33,-0.17,1.0,0.33
0.84,0.3,-0.5,-2.0,0.0,1.0,0.5,0.0,-0.5,0.33,-0.17,1.0,-0.67
0.11,-0.35,0.5,0.0,-1.0,0.0,0.5,0.0,-0.42,0.33,-0.17,1.0,-0.67
0.26,1.2,0.0,0.0,-1.0,1.0,0.5,0.0,-0.33,0.33,-0.17,1.0,-0.67
0.31,-1.01,-0.5,-1.0,0.0,0.0,0.5,1.0,-0.25,0.33,-0.17,1.0,-0.67
0.25,0.87,-1.17,-1.0,-1.0,0.0,0.5,0.0,-0.17,0.33,-0.17,1.0,-0.67
0.23,-0.61,0.5,-2.0,0.0,0.0,0.5,0.0,-0.08,0.33,-0.17,1.0,-0.67
-0.01,-1.31,2.5,-1.0,-1.0,0.0,0.5,0.0,0.0,0.33,-0.17,1.0,-0.67
0.79,0.01,0.0,-1.0,0.0,0.0,0.5,0.0,0.08,0.33,-0.17,1.0,-0.33
0.99,-0.39,0.83,-2.0,0.0,0.0,0.5,1.0,0.17,0.33,-0.17,1.0,-0.33
0.15,-0.84,0.0,-1.0,-1.0,0.0,0.5,0.0,0.25,0.33,-0.17,1.0,-0.33
0.43,-1.32,-0.83,-1.0,0.0,0.0,0.5,0.0,0.33,0.33,-0.17,1.0,-0.33
0.73,-0.16,-1.17,-1.0,0.0,1.0,0.5,0.0,0.42,0.33,-0.17,1.0,-0.33
0.63,0.58,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.33,-0.17,1.0,0.0
1.09,0.21,0.0,-1.0,0.0,0.0,0.5,0.0,0.58,0.33,-0.17,1.0,0.0
0.8,-0.12,0.5,0.0,0.0,1.0,0.5,0.0,0.67,0.33,-0.17,1.0,0.0
1.59,0.03,0.5,-1.0,0.0,1.0,0.5,0.0,0.75,0.33,-0.17,1.0,0.0
1.32,-0.29,2.5,-1.0,-1.0,0.0,0.5,0.0,0.83,0.33,-0.17,1.0,0.33
1.01,-1.25,0.0,0.0,-1.0,0.0,0.5,0.0,0.92,0.33,-0.17,1.0,0.33
1.17,-1.28,-0.5,0.0,0.0,1.0,0.5,1.0,1.0,0.33,-0.17,1.0,0.33
1.1,-0.37,-0.5,-1.0,0.0,1.0,0.75,0.0,-0.92,0.4,-0.17,1.0,0.33
0.56,-0.23,0.0,-2.0,0.0,1.0,0.75,1.0,-0.83,0.4,-0.17,1.0,0.33
0.38,0.54,0.83,-1.0,-1.0,1.0,0.75,0.0,-0.75,0.4,-0.17,1.0,0.33
0.52,0.45,-1.17,0.0,0.0,1.0,0.75,0.0,-0.67,0.4,-0.17,1.0,0.33
0.63,0.31,2.5,-1.0,0.0,0.0,0.75,0.0,-0.58,0.4,-0.17,1.0,0.33
0.35,-0.28,2.5,-1.0,-1.0,1.0,0.75,0.0,-0.5,0.4,-0.17,1.0,-0.67
-0.17,-0.97,0.0,0.0,-1.0,0.0,0.75,0.0,-0.42,0.4,-0.17,1.0,-0.67
-0.0,0.3,-0.5,-2.0,0.0,0.0,0.75,0.0,-0.33,0.4,-0.17,1.0,-0.67
0.18,0.35,-0.83,-2.0,-1.0,0.0,0.75,0.0,-0.25,0.4,-0.17,1.0,-0.67
0.19,-1.79,-0.5,0.0,0.0,1.0,0.75,0.0,-0.17,0.4,-0.17,1.0,-0.67
0.79,-0.77,-1.17,0.0,0.0,0.0,0.75,0.0,-0.08,0.4,-0.17,1.0,-0.67
-0.06,-0.49,0.0,-1.0,0.0,0.0,0.75,0.0,0.0,0.4,-0.17,1.0,-0.67
0.54,-0.02,-1.17,0.0,0.0,0.0,0.75,1.0,0.08,0.4,-0.17,1.0,-0.33
0.9,-0.77,0.5,0.0,-1.0,0.0,0.75,1.0,0.17,0.4,-0.17,1.0,-0.33
1.22,-0.28,-0.5,-1.0,0.0,0.0,0.75,1.0,0.25,0.4,-0.17,1.0,-0.33
0.6,-0.28,-0.83,-1.0,0.0,1.0,0.75,0.0,0.33,0.4,-0.17,1.0,-0.33
0.94,-0.31,0.0,-1.0,0.0,0.0,0.75,0.0,0.42,0.4,-0.17,1.0,-0.33
1.04,-0.74,2.5,-2.0,0.0,0.0,0.75,0.0,0.5,0.4,-0.17,1.0,0.0
1.01,-0.67,0.5,-2.0,0.0,0.0,0.75,0.0,0.58,0.4,-0.17,1.0,0.0
0.97,-0.99,0.0,0.0,0.0,1.0,0.75,0.0,0.67,0.4,-0.17,1.0,0.0
1.13,0.05,0.5,-1.0,0.0,0.0,0.75,0.0,0.75,0.4,-0.17,1.0,0.0
0.31,0.35,0.5,0.0,0.0,1.0,0.75,0.0,0.83,0.4,-0.17,1.0,0.33
1.14,-0.8,0.83,0.0,0.0,0.0,0.75,0.0,0.92,0.4,-0.17,1.0,0.33
0.92,0.92,-0.83,-2.0,-1.0,1.0,0.75,0.0,1.0,0.4,-0.17,1.0,0.33
0.75,-0.38,0.83,-2.0,-1.0,1.0,-0.75,0.0,-0.92,0.47,-0.17,0.0,0.33
1.26,0.86,-0.5,0.0,0.0,0.0,-0.75,0.0,-0.83,0.47,-0.17,0.0,0.33
0.42,-0.56,1.67,-1.0,0.0,0.0,-0.75,0.0,-0.75,0.47,-0.17,0.0,0.33
0.39,-1.56,-0.5,-2.0,0.0,0.0,-0.75,0.0,-0.67,0.47,-0.17,0.0,0.33
0.94,0.1,1.67,-2.0,0.0,1.0,-0.75,0.0,-0.58,0.47,-0.17,0.0,0.33
0.09,0.16,2.5,-2.0,0.0,1.0,-0.75,0.0,-0.5,0.47,-0.17,0.0,-0.67
0.1,0.0,-0.83,0.0,0.0,1.0,-0.75,1.0,-0.42,0.47,-0.17,0.0,-0.67
0.17,-0.51,2.5,-2.0,-1.0,0.0,-0.75,0.0,-0.33,0.47,-0.17,0.0,-0.67
0.43,-0.11,-1.17,-1.0,0.0,0.0,-0.75,0.0,-0.25,0.47,-0.17,0.0,-0.67
0.27,-0.43,-0.83,0.0,0.0,0.0,-0.75,0.0,-0.17,0.47,-0.17,0.0,-0.67
-0.1,-0.2,-0.5,4.0,-1.0,1.0,-0.75,1.0,-0.08,0.47,-0.17,0.0,-0.67
0.17,0.58,2.5,6.0,-1.0,1.0,-0.75,0.0,0.0,0.47,-0.17,0.0,-0.67
0.24,0.09,0.0,7.0,0.0,0.0,-0.75,0.0,0.08,0.47,-0.17,0.0,-0.33
0.48,0.35,0.0,8.0,0.0,1.0,-0.75,0.0,0.17,0.47,-0.17,0.0,-0.33
0.72,-0.32,0.5,6.0,0.0,1.0,-0.75,1.0,0.25,0.47,-0.17,0.0,-0.33
0.82,-0.42,2.5,6.0,0.0,0.0,-0.75,0.0,0.33,0.47,-0.17,0.0,-0.33
0.33,-0.91,0.5,2.0,0.0,1.0,-0.75,0.0,0.42,0.47,-0.17,0.0,-0.33
1.18,-0.51,-0.83,1.0,-1.0,0.0,-0.75,0.0,0.5,0.47,-0.17,0.0,0.0
1.02,-2.64,-0.5,0.0,0.0,1.0,-0.75,0.0,0.58,0.47,-0.17,0.0,0.0
1.37,-0.71,-1.17,0.0,0.0,1.0,-0.75,0.0,0.67,0.47,-0.17,0.0,0.0
1.13,-0.29,0.0,-1.0,0.0,1.0,-0.75,0.0,0.75,0.47,-0.17,0.0,0.0
1.29,0.15,-0.83,-2.0,0.0,0.0,-0.75,1.0,0.83,0.47,-0.17,0.0,0.33
1.08,-0.42,-0.5,-1.0,0.0,0.0,-0.75,0.0,0.92,0.47,-0.17,0.0,0.33
1.25,-0.0,0.83,-2.0,-1.0,0.0,-0.75,0.0,1.0,0.47,-0.17,0.0,0.33
0.95,-1.79,-0.5,-2.0,0.0,0.0,-0.5,0.0,-0.92,0.53,-0.17,0.0,0.33
0.68,-0.18,0.0,0.0,0.0,1.0,-0.5,1.0,-0.83,0.53,-0.17,0.0,0.33
1.22,-1.48,-0.5,-1.0,0.0,1.0,-0.5,0.0,-0.75,0.53,-0.17,0.0,0.33
0.74,-1.03,-1.17,-1.0,0.0,0.0,-0.5,1.0,-0.67,0.53,-0.17,0.0,0.33
0.56,-0.25,-0.5,0.0,0.0,0.0,-0.5,0.0,-0.58,0.53,-0.17,0.0,0.33
-0.03,0.94,-0.5,0.0,-1.0,1.0,-0.5,0.0,-0.5,0.53,-0.17,0.0,-0.67
-0.1,0.29,0.83,-2.0,0.0,0.0,-0.5,0.0,-0.42,0.53,-0.17,0.0,-0.67
0.29,-0.05,-0.5,0.0,-1.0,0.0,-0.5,0.0,-0.33,0.53,-0.17,0.0,-0.67
0.24,-0.06,-0.5,-1.0,-1.0,0.0,-0.5,0.0,-0.25,0.53,-0.17,0.0,-0.67
0.05,-0.53,0.5,2.0,-1.0,0.0,-0.5,0.0,-0.17,0.53,-0.17,0.0,-0.67
0.29,-0.46,0.5,4.0,0.0,0.0,-0.5,0.0,-0.08,0.53,-0.17,0.0,-0.67
0.75,0.16,0.5,6.0,0.0,0.0,-0.5,0.0,0.0,0.53,-0.17,0.0,-0.67
0.59,-1.13,2.5,7.0,0.0,0.0,-0.5,0.0,0.08,0.53,-0.17,0.0,-0.33
0.19,0.39,0.5,8.0,0.0,0.0,-0.5,1.0,0.17,0.53,-0.17,0.0,-0.33
0.57,-0.4,-0.5,5.0,0.0,0.0,-0.5,0.0,0.25,0.53,-0.17,0.0,-0.33
0.49,0.5,0.83,6.0,0.0,0.0,-0.5,0.0,0.33,0.53,-0.17,0.0,-0.33
0.7,0.56,0.0,4.0,0.0,0.0,-0.5,0.0,0.42,0.53,-0.17,0.0,-0.33
0.78,-1.38,-0.5,1.0,0.0,0.0,-0.5,0.0,0.5,0.53,-0.17,0.0,0.0
0.83,-0.59,-0.5,0.0,0.0,1.0,-0.5,1.0,0.58,0.53,-0.17,0.0,0.0
0.66,-0.76,-0.83,-1.0,0.0,0.0,-0.5,1.0,0.67,0.53,-0.17,0.0,0.0
0.97,-1.52,-0.83,-1.0,0.0,1.0,-0.5,0.0,0.75,0.53,-0.17,0.0,0.0
0.84,-0.93,-0.83,-1.0,0.0,1.0,-0.5,0.0,0.83,0.53,-0.17,0.0,0.33
0.16,1.75,-1.17,-1.0,-1.0,1.0,-0.5,0.0,0.92,0.53,-0.17,0.0,0.33
1.44,0.15,0.83,-2.0,0.0,1.0,-0.5,0.0,1.0,0.53,-0.17,0.0,0.33
1.1,1.18,1.67,-2.0,0.0,0.0,-0.25,0.0,-0.92,0.6,-0.17,0.0,0.33
0.61,0.48,0.0,-1.0,0.0,0.0,-0.25,0.0,-0.83,0.6,-0.17,0.0,0.33
0.61,-0.67,0.83,-2.0,0.0,1.0,-0.25,0.0,-0.75,0.6,-0.17,0.0,0.33
0.18,-0.32,-0.83,-2.0,-1.0,0.0,-0.25,0.0,-0.67,0.6,-0.17,0.0,0.33
0.86,0.26,1.67,0.0,0.0,1.0,-0.25,0.0,-0.58,0.6,-0.17,0.0,0.33
0.83,0.15,0.0,-2.0,0.0,1.0,-0.25,0.0,-0.5,0.6,-0.17,0.0,-0.67
0.3,-0.48,-1.17,-1.0,-1.0,0.0,-0.25,0.0,-0.42,0.6,-0.17,0.0,-0.67
0.49,-1.2,-0.83,-1.0,0.0,0.0,-0.25,0.0,-0.33,0.6,-0.17,0.0,-0.67
0.25,2.35,-0.5,-1.0,0.0,0.0,-0.25,0.0,-0.25,0.6,-0.17,0.0,-0.67
-0.15,-0.07,-1.17,1.0,0.0,0.0,-0.25,0.0,-0.17,0.6,-0.17,0.0,-0.67
0.14,-0.27,-0.5,4.0,-1.0,1.0,-0.25,1.0,-0.08,0.6,-0.17,0.0,-0.67
0.35,0.01,-1.17,4.0,-1.0,0.0,-0.25,0.0,0.0,0.6,-0.17,0.0,-0.67
0.28,-0.23,-0.83,6.0,-1.0,0.0,-0.25,0.0,0.08,0.6,-0.17,0.0,-0.33
0.44,-0.0,-0.5,8.0,0.0,0.0,-0.25,0.0,0.17,0.6,-0.17,0.0,-0.33
0.58,0.82,2.5,6.0,0.0,0.0,-0.25,1.0,0.25,0.6,-0.17,0.0,-0.33
0.69,-0.23,-0.83,4.0,0.0,1.0,-0.25,0.0,0.33,0.6,-0.17,0.0,-0.33
0.82,-1.02,-0.83,4.0,0.0,0.0,-0.25,0.0,0.42,0.6,-0.17,0.0,-0.33
0.6,-0.24,0.5,0.0,0.0,0.0,-0.25,0.0,0.5,0.6,-0.17,0.0,0.0
0.76,-0.49,0.83,0.0,0.0,1.0,-0.25,0.0,0.58,0.6,-0.17,0.0,0.0
0.65,0.91,-0.5,-1.0,0.0,0.0,-0.25,1.0,0.67,0.6,-0.17,0.0,0.0
1.27,0.6,0.83,-1.0,0.0,1.0,-0.25,0.0,0.75,0.6,-0.17,0.0,0.0
0.43,-0.01,-0.5,-2.0,-1.0,0.0,-0.25,0.0,0.83,0.6,-0.17,0.0,0.33
1.27,-1.19,-0.83,-2.0,0.0,0.0,-0.25,0.0,0.92,0.6,-0.17,0.0,0.33
1.26,-1.15,-0.5,0.0,0.0,1.0,-0.25,0.0,1.0,0.6,-0.17,0.0,0.33
0.72,-0.14,0.0,-2.0,0.0,0.0,0.0,0.0,-0.92,0.67,-0.17,0.0,0.33
0.01,0.24,-0.5,-2.0,-1.0,0.0,0.0,0.0,-0.83,0.67,-0.17,0.0,0.33
0.51,-0.38,0.5,-1.0,0.0,0.0,0.0,0.0,-0.75,0.67,-0.17,0.0,0.33
0.48,-0.45,-0.83,-1.0,-1.0,1.0,0.0,0.0,-0.67,0.67,-0.17,0.0,0.33
0.13,-0.46,0.5,-1.0,-1.0,0.0,0.0,0.0,-0.58,0.67,-0.17,0.0,0.33
0.18,-0.05,-0.5,-1.0,-1.0,1.0,0.0,0.0,-0.5,0.67,-0.17,0.0,-0.67
0.67,-1.88,0.0,-1.0,0.0,1.0,0.0,0.0,-0.42,0.67,-0.17,0.0,-0.67
0.39,-0.89,0.0,-1.0,-1.0,1.0,0.0,0.0,-0.33,0.67,-0.17,0.0,-0.67
-0.05,-0.45,0.5,-1.0,-1.0,0.0,0.0,0.0,-0.25,0.67,-0.17,0.0,-0.67
-0.22,0.93,-0.83,2.0,-1.0,0.0,0.0,0.0,-0.17,0.67,-0.17,0.0,-0.67
0.16,-0.63,0.83,3.0,-1.0,0.0,0.0,0.0,-0.08,0.67,-0.17,0.0,-0.67
0.26,0.08,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.67,-0.17,0.0,-0.67
0.54,0.06,-0.83,6.0,0.0,0.0,0.0,0.0,0.08,0.67,-0.17,0.0,-0.33
